ExternalID__c,Name,BillingCity,BillingCountry,BillingPostalCode,BillingState,BillingStreet,CreatedDate,Industry,Phone,Website
ACC-428,Allen-Gay,Robertsonside,Faroe Islands,80877,Kentucky,033 Jennifer Squares,2023-07-01T01:43:00+0200,Transportation,040.636.9724x136,https://www.allen-gay.com
ACC-429,Nelson-Montoya,Riosside,Saint Lucia,59043,Wisconsin,43906 Coleman Stravenue,2021-10-08T11:44:00+0200,Retail,147.901.0568,https://www.nelson-montoya.com
ACC-430,"Downs, Williams and Bryan",Johnsonbury,United States Virgin Islands,41915,Utah,3640 Lisa Mill,2023-09-12T12:11:00+0200,Education,655-082-7162,"https://www.downs,williamsandbryan.com"
ACC-431,"Zhang, Thomas and Morales",Port Stephanieton,Ireland,16978,Indiana,12722 Kevin Courts Suite 242,2020-08-10T07:07:00+0200,Technology,+1-846-767-5580,"https://www.zhang,thomasandmorales.com"
ACC-432,Howard-Brown,Meyerport,Wallis and Futuna,55833,Idaho,84631 Buchanan Canyon Suite 835,2020-10-04T05:41:00+0200,Retail,+1-892-646-0590x222,https://www.howard-brown.com
ACC-433,Foley-Griffith,Youngland,Cocos (Keeling) Islands,29808,South Dakota,32745 Duran Mill Apt. 213,2024-01-01T11:10:00+0200,Real Estate,+1-311-964-4473x887,https://www.foley-griffith.com
ACC-434,Molina-Murphy,Samanthafort,Liberia,98539,California,974 Kathy Point Suite 385,2022-06-05T05:28:00+0200,Manufacturing,001-243-706-2338,https://www.molina-murphy.com
ACC-435,Schaefer-Harris,South Markberg,Slovakia (Slovak Republic),32555,Delaware,34682 Ryan Forges Suite 248,2023-06-06T10:32:00+0200,Transportation,001-988-320-2619x8341,https://www.schaefer-harris.com
ACC-436,Valenzuela-Herrera,New Justinview,Guam,25349,Wisconsin,607 Linda Ridge,2023-05-03T20:03:00+0200,Technology,893-283-2090x51769,https://www.valenzuela-herrera.com
ACC-437,Stephens and Sons,Brownfurt,Nepal,76788,Oregon,63387 Sharp Radial,2023-07-03T17:53:00+0200,Consulting,+1-881-939-7194x4844,https://www.stephensandsons.com
ACC-438,Cooke-Rodriguez,Jamesburgh,Philippines,73462,Kentucky,55361 Alan Plains Suite 646,2024-10-01T14:51:00+0200,Finance,357.304.4247x6604,https://www.cooke-rodriguez.com
ACC-439,"Lee, Gray and King",Amandaport,China,59875,Utah,215 Matthew Crossing Apt. 211,2022-10-12T15:58:00+0200,Finance,001-871-312-9060x90248,"https://www.lee,grayandking.com"
ACC-440,Smith Group,Victorborough,Isle of Man,85506,Delaware,32139 Walker Villages,2021-04-02T12:36:00+0200,Technology,593-147-4201x9585,https://www.smithgroup.com
ACC-441,Burton-Garcia,East Jeffreyhaven,Cyprus,1926,Indiana,187 Murray Streets,2022-03-03T04:27:00+0200,Healthcare,993-019-5622x53402,https://www.burton-garcia.com
ACC-442,Peterson-Collier,New Jessicaburgh,Cayman Islands,15926,Nebraska,9527 Wood Glen,2021-07-12T07:27:00+0200,Consulting,584.685.5076,https://www.peterson-collier.com
ACC-443,Hampton Group,Gonzalezfurt,Korea,2171,California,462 Contreras Mission,2023-06-07T00:17:00+0200,Real Estate,875-045-4873x74097,https://www.hamptongroup.com
ACC-444,Cruz and Sons,Lake David,Cote d'Ivoire,59792,Mississippi,579 Krause Point,2020-01-09T08:32:00+0200,Hospitality,+1-201-174-3894x234,https://www.cruzandsons.com
ACC-445,"Williams, Hernandez and Thomas",Amyhaven,Kyrgyz Republic,68902,Washington,669 Dale Expressway,2023-09-01T21:42:00+0200,Retail,(919)217-6633x0268,"https://www.williams,hernandezandthomas.com"
ACC-446,"Mendez, Williams and Cook",West Michaelport,British Indian Ocean Territory (Chagos Archipelago),94922,Iowa,9177 Orr Mountains,2022-06-02T04:29:00+0200,Manufacturing,420-154-4067x548,"https://www.mendez,williamsandcook.com"
ACC-447,"Martinez, Pratt and Hopkins",South Dan,Spain,19954,Wyoming,413 Weaver Plains Apt. 864,2024-09-04T00:45:00+0200,Transportation,001-572-882-3104x9905,"https://www.martinez,prattandhopkins.com"
ACC-448,"Garcia, Rogers and Oconnor",Lake Mary,Trinidad and Tobago,4081,Arkansas,509 Jeffrey Hollow Apt. 047,2021-08-05T14:42:00+0200,Real Estate,(612)924-8984,"https://www.garcia,rogersandoconnor.com"
ACC-449,Mayer-Mccoy,Weaverchester,Burkina Faso,25334,Illinois,94430 Christina Lodge Apt. 502,2023-06-08T05:03:00+0200,Finance,356.919.1505,https://www.mayer-mccoy.com
ACC-450,"Coleman, Mcclain and Reid",Lake Jacob,Argentina,50384,Virginia,590 Hicks Vista Suite 119,2020-12-09T15:47:00+0200,Manufacturing,161-514-5027x45788,"https://www.coleman,mcclainandreid.com"
ACC-451,"Bolton, Baxter and Cardenas",Angelicashire,Gibraltar,49257,Oklahoma,783 Joshua Orchard,2021-12-06T11:10:00+0200,Hospitality,(261)823-0213x1852,"https://www.bolton,baxterandcardenas.com"
ACC-452,Pratt-Powell,Jenniferstad,Grenada,51723,Louisiana,417 Farrell Gardens Suite 033,2020-01-05T11:35:00+0200,Consulting,543.614.9993,https://www.pratt-powell.com
ACC-453,Hess-Bennett,New Sara,Syrian Arab Republic,20365,Alaska,4932 Leonard Station Apt. 670,2024-04-09T23:37:00+0200,Hospitality,(563)757-9898,https://www.hess-bennett.com
ACC-454,Williams-Marquez,South Regina,Dominica,35034,Ohio,3967 Dennis Orchard,2023-03-05T09:15:00+0200,Hospitality,749.024.5782x5066,https://www.williams-marquez.com
ACC-455,Silva-Phillips,New Sandrafort,Mauritius,45688,Massachusetts,01855 Huerta Run,2022-08-12T13:45:00+0200,Healthcare,029.799.9980x754,https://www.silva-phillips.com
ACC-456,"Lee, Jensen and Williams",New Alexanderview,Sudan,55843,Iowa,913 Campbell Turnpike Apt. 102,2021-03-12T09:53:00+0200,Consulting,458.469.6127,"https://www.lee,jensenandwilliams.com"
ACC-457,Williams LLC,South Miketown,Equatorial Guinea,32006,Oregon,6037 Jacob Land Suite 675,2024-06-08T15:15:00+0200,Hospitality,+1-878-996-7504,https://www.williamsllc.com
ACC-458,Austin PLC,New Matthewchester,Wallis and Futuna,22552,New Mexico,564 Kidd Springs,2023-04-10T14:39:00+0200,Education,5939529106,https://www.austinplc.com
ACC-459,"Johnson, Watkins and Zavala",Lake Angela,Mauritius,24470,New Hampshire,6090 Schaefer Square,2020-12-05T18:31:00+0200,Transportation,+1-252-835-4784x73666,"https://www.johnson,watkinsandzavala.com"
ACC-460,"Perez, Sanchez and Parker",Christinebury,Vietnam,12846,Maine,737 Clark Cape Apt. 221,2023-05-12T23:12:00+0200,Education,001-479-933-8706x3674,"https://www.perez,sanchezandparker.com"
ACC-461,Bryant-Jackson,Carolynville,United States Minor Outlying Islands,72181,Texas,555 Bennett Locks Apt. 818,2025-01-04T09:29:00+0200,Finance,060.824.4601,https://www.bryant-jackson.com
ACC-462,Smith and Sons,New Valeriehaven,Angola,34904,Idaho,0524 Katrina Locks,2025-02-05T03:40:00+0200,Retail,(758)570-1114x6477,https://www.smithandsons.com
ACC-463,Williams LLC,Port Melanie,Bahamas,76414,Alaska,0843 Jason Squares,2024-09-09T01:38:00+0200,Manufacturing,624.954.6524x76000,https://www.williamsllc.com
ACC-464,Reid LLC,North Julia,United States of America,59631,Vermont,59025 Vickie Road,2022-02-01T12:42:00+0200,Transportation,840-148-1123x13931,https://www.reidllc.com
ACC-465,Perez-Mckinney,Gardnerfurt,Lebanon,53576,West Virginia,817 West Divide Suite 746,2020-08-09T14:48:00+0200,Hospitality,001-428-373-5494x0647,https://www.perez-mckinney.com
ACC-466,"Daniels, Mahoney and Boyd",Port Kaitlyn,Nepal,90431,Missouri,282 Parker Neck,2023-09-06T09:51:00+0200,Transportation,001-370-865-6934,"https://www.daniels,mahoneyandboyd.com"
ACC-467,"Lewis, Ross and Weiss",North Jeremy,Eritrea,59492,Alaska,4771 Hall Flats Suite 337,2023-07-11T02:05:00+0200,Transportation,063.743.1961x66540,"https://www.lewis,rossandweiss.com"
ACC-468,"Smith, Hess and Harrell",Scottview,Libyan Arab Jamahiriya,51413,Kentucky,507 Tommy Mission,2022-06-08T04:41:00+0200,Hospitality,913-800-6086x9420,"https://www.smith,hessandharrell.com"
ACC-469,"Davis, Smith and Booker",New Denise,Jamaica,24455,Wisconsin,08178 Knight Parkways Apt. 907,2024-02-03T23:44:00+0200,Finance,7732678539,"https://www.davis,smithandbooker.com"
ACC-470,Richardson PLC,West Zachary,Venezuela,91143,Illinois,392 Moran Passage Suite 950,2024-11-11T02:15:00+0200,Technology,+1-296-552-1812x823,https://www.richardsonplc.com
ACC-471,Dalton-Shaw,Hickmanborough,Holy See (Vatican City State),20251,Vermont,152 Coffey Point Suite 145,2020-10-11T22:02:00+0200,Technology,001-665-254-6567x04296,https://www.dalton-shaw.com
ACC-472,Adams Ltd,Tommystad,Ukraine,96675,Oregon,716 Francis Branch,2020-01-09T04:52:00+0200,Finance,(307)947-8486x41648,https://www.adamsltd.com
ACC-473,Calderon-Lamb,Harrisburgh,Venezuela,5603,Pennsylvania,2537 Wheeler Mountain,2022-09-03T20:15:00+0200,Transportation,290.788.1718x519,https://www.calderon-lamb.com
ACC-474,Stevenson-Burns,Marvinfort,South Africa,1558,Wyoming,010 Dunn Land,2020-11-01T20:26:00+0200,Manufacturing,+1-201-110-3929x41757,https://www.stevenson-burns.com
ACC-475,"Moore, Hensley and Owens",South Ronaldshire,Netherlands Antilles,53585,Ohio,4147 Destiny Burgs,2024-03-13T01:25:00+0200,Technology,674.610.0145,"https://www.moore,hensleyandowens.com"
ACC-476,"Miranda, Jones and Walters",Lake Joseph,Comoros,92992,South Dakota,1950 Spencer Underpass,2022-12-02T10:12:00+0200,Transportation,067.647.0450x037,"https://www.miranda,jonesandwalters.com"
ACC-477,"Jones, Burke and Durham",Lake Michael,Tokelau,39526,New Mexico,23572 Oliver Plains Suite 477,2022-01-05T21:38:00+0200,Retail,010.068.5229x229,"https://www.jones,burkeanddurham.com"
ACC-478,Pugh-Bailey,Port Julia,Saint Martin,68976,Colorado,206 Jacqueline Vista Apt. 471,2021-03-04T17:50:00+0200,Technology,315.793.5428,https://www.pugh-bailey.com
ACC-479,Fischer PLC,Simmonsport,Haiti,35908,Colorado,43934 Nelson Motorway Apt. 191,2022-07-03T10:29:00+0200,Transportation,+1-865-083-0948x587,https://www.fischerplc.com
ACC-480,"Perez, Brown and Browning",Teresaside,Finland,59268,Connecticut,1908 Gregory Circles,2020-05-05T02:05:00+0200,Education,(371)776-3757,"https://www.perez,brownandbrowning.com"
ACC-481,Scott-Rowe,West Josephmouth,Pitcairn Islands,54815,South Carolina,788 Barrera Passage,2021-01-11T12:47:00+0200,Education,(354)335-4318x77709,https://www.scott-rowe.com
ACC-482,"Arnold, Smith and Hoffman",New Lauren,Oman,49265,New Jersey,6867 Gutierrez Island,2021-03-07T21:11:00+0200,Finance,4766836406,"https://www.arnold,smithandhoffman.com"
ACC-483,Perez-Brooks,Lake Luis,French Southern Territories,11924,Pennsylvania,09565 Melissa Motorway,2020-11-11T08:28:00+0200,Finance,+1-262-666-2204x9693,https://www.perez-brooks.com
ACC-484,Sanchez Ltd,Nolanshire,Saint Helena,31881,Idaho,5349 Kristen Circle,2020-03-06T05:53:00+0200,Finance,(944)902-6283x23667,https://www.sanchezltd.com
ACC-485,Deleon LLC,Hollyton,Cyprus,22982,Hawaii,6626 Harvey Center Suite 251,2020-01-06T06:27:00+0200,Education,(219)890-6272x88541,https://www.deleonllc.com
ACC-486,Mcfarland-Green,New Emilychester,Macedonia,77349,Mississippi,65216 Katelyn Fort Suite 102,2025-01-03T19:09:00+0200,Transportation,157-884-3642x3630,https://www.mcfarland-green.com
ACC-487,Valentine LLC,North Shelly,Austria,94657,North Carolina,38195 Cox Camp,2024-02-06T12:29:00+0200,Manufacturing,702.715.8504,https://www.valentinellc.com
ACC-488,Vasquez Ltd,Port Pamela,French Guiana,90063,North Carolina,685 Hudson Island,2023-09-11T07:23:00+0200,Consulting,12-22-58,https://www.vasquezltd.com
ACC-489,Simpson-Ashley,Stephaniehaven,Cote d'Ivoire,98641,Kansas,936 Samantha Crescent Apt. 677,2021-09-06T02:17:00+0200,Hospitality,(457)214-2281x18947,https://www.simpson-ashley.com
ACC-490,Gibson PLC,North Bernardfurt,Antigua and Barbuda,34109,Alaska,535 Meagan Burgs,2020-08-02T07:25:00+0200,Retail,741-540-9406x606,https://www.gibsonplc.com
ACC-491,Thomas Group,Garciahaven,Svalbard & Jan Mayen Islands,9167,New Hampshire,44683 Tiffany Fort Apt. 951,2020-02-10T05:03:00+0200,Healthcare,769-963-4776x7483,https://www.thomasgroup.com
ACC-492,"Stewart, Stewart and Torres",Lauriefurt,Armenia,59886,Kentucky,6708 Smith Ridge,2021-10-10T01:52:00+0200,Technology,(364)333-3431,"https://www.stewart,stewartandtorres.com"
ACC-493,Gutierrez Ltd,Port Aliciaberg,Estonia,51997,Pennsylvania,239 Ryan Course Suite 560,2025-02-12T00:44:00+0200,Consulting,+1-154-100-9467x323,https://www.gutierrezltd.com
ACC-494,Moss Inc,North Jamie,Ukraine,20187,Delaware,7254 Bradley Streets,2021-02-28T22:21:00+0200,Real Estate,001-986-314-3682x77785,https://www.mossinc.com
ACC-495,Miller and Sons,Port Meghanhaven,Ecuador,84421,Massachusetts,6044 Nelson Shores,2021-02-11T06:44:00+0200,Finance,745-862-4647,https://www.millerandsons.com
ACC-496,Gonzalez-Blake,Ryanhaven,Djibouti,87284,Pennsylvania,085 Judith Freeway,2024-01-07T07:36:00+0200,Healthcare,(732)423-0233x18746,https://www.gonzalez-blake.com
ACC-497,Nguyen-Gonzalez,East Ericport,American Samoa,76737,Alaska,467 Cheyenne Mews Apt. 462,2024-12-13T06:53:00+0200,Finance,806.220.9456,https://www.nguyen-gonzalez.com
ACC-498,Mcmillan PLC,Port Jason,Puerto Rico,37597,Indiana,696 Harrington Walk Apt. 663,2023-05-10T06:47:00+0200,Retail,9685960921,https://www.mcmillanplc.com
ACC-499,Alexander-Farley,Port Laura,Niger,79995,Texas,8624 Patricia Plaza,2022-02-10T14:03:00+0200,Real Estate,(859)652-0041,https://www.alexander-farley.com
ACC-500,"Arnold, Walker and Gordon",Murrayville,Guyana,8903,Arkansas,195 Tara Avenue,2023-03-12T19:25:00+0200,Healthcare,+1-559-992-7405,"https://www.arnold,walkerandgordon.com"
